,countries,rmse,total_error
0,United Kingdom,103.3589579417478,1328.091497177098
1,Italy,558.5289407328787,6793.275461142305
2,Germany,104.81280497279081,1306.9669090279792
3,Spain,209.1995543507901,2600.3196237666475
4,US,359.2585472298196,4594.658524626604
5,France,215.45363230106642,2722.233838446552
6,Belgium,136.90375029841653,1697.8298290192618
7,"Korea, South",5.057511265430556,63.81071874466787
8,Brazil,651.6685267310932,-8152.7137021157905
9,Iran,16.98830385334602,-6.38176927335644
10,Netherlands,78.11027161745166,989.8211978077801
11,Canada,97.50729598570366,1228.8002838856012
12,Turkey,70.18438473247042,883.9757794634613
13,Romania,15.323485585642603,196.63063682918113
14,Portugal,18.48944959158197,226.85162788025642
15,Sweden,71.55719502805182,881.6403687407975
16,Switzerland,38.732380403357425,483.32818494847635
17,Ireland,14.599587788497077,185.97623553460602
18,Hungary,11.43799362888056,147.7909726627817
19,Denmark,13.869047857435486,178.33574625116069
20,Austria,15.228455508515074,194.66043698966746
21,Mexico,526.0815313310926,6565.263650667635
22,India,364.0813023307924,4201.654618734179
23,Ecuador,67.57613683871112,859.3714531151049
24,Russia,32.14978300211948,390.30136666543103
25,Peru,304.92063220925394,3487.226515603481
26,Indonesia,22.89855480537233,-256.43570377152685
27,Poland,4.196967301586123,-52.670720859328014
28,Philippines,21.461814952980692,194.10298644444214
29,Japan,6.3454238533318295,77.67856865269648
30,Pakistan,309.5984875674873,3827.0367485727193
