,countries,rmse,total_error
0,United Kingdom,68.97952127626807,891.7106208431906
1,Italy,97.95673092261106,1132.783159456973
2,Germany,89.6073301550586,1114.2386317854832
3,Spain,108.05427207173209,1337.1632466672022
4,US,352.4716295072917,-1589.950807047273
5,France,189.65752759133701,2374.182224854986
6,Belgium,87.16948600297216,1072.7846592839326
7,"Korea, South",4.897527600458791,62.395543976800184
8,Brazil,119.51492095219578,1242.6203820442825
9,Iran,97.92495621006424,1271.8652099112842
10,Netherlands,46.69607397313366,579.2421185019301
11,Canada,56.83738595372696,680.3984364667288
12,Turkey,86.36189071607933,1094.5261839126408
13,Romania,8.527096727410735,110.62284291549332
14,Portugal,12.665424675679017,153.3948442603693
15,Sweden,43.84315500340711,546.9403029086121
16,Switzerland,24.62727667486724,307.7150282393115
17,Ireland,14.03056053121726,176.90595246650258
18,Hungary,6.935362889758469,87.12170489123788
19,Denmark,9.357730684742672,117.02101342263029
20,Austria,11.49729638123172,145.7895647102374
21,Mexico,46.71670318278818,553.7325141540678
22,India,285.7681360480658,3055.684651701802
23,Ecuador,101.90850042681193,1287.9315511808572
24,Russia,13.973375704050449,159.3865570668172
25,Peru,201.8779469256834,2303.183554572668
26,Indonesia,14.160226521834618,-151.50997004727049
27,Poland,3.305630195275957,-34.65462915340305
28,Philippines,28.573225806324587,345.07773150820293
29,Japan,3.010906862633959,31.951439850599588
30,Pakistan,206.61140768393903,2595.4972564034806
