,countries,rmse,total_error
0,United Kingdom,212.9157720432383,2662.9475667766237
1,Italy,208.56471730815352,2494.856346999794
2,Germany,92.9537387957156,1155.0282381900267
3,Spain,268.5317265885086,3310.5959505410615
4,US,389.14270378999953,4821.142321861902
5,France,188.06708938502862,2407.081780604619
6,Belgium,115.33205727471936,1397.4252314558873
7,"Korea, South",4.385462216746419,55.197410230722284
8,Brazil,336.39557207964475,-4122.053509744364
9,Iran,144.45049968788666,-1742.935016037326
10,Netherlands,61.56975609639709,776.4289532908236
11,Canada,79.6940968247866,979.86758015503
12,Turkey,71.56100845200577,898.6282760454944
13,Romania,7.802489140912949,101.2770899665075
14,Portugal,14.248052059834265,172.06142281351393
15,Sweden,30.182881024052854,369.28292534472723
16,Switzerland,18.753992902888083,234.93259067912166
17,Ireland,18.50348661176213,235.15553432084818
18,Hungary,9.865255068564409,125.33715221069521
19,Denmark,11.686387608083946,146.86905714252896
20,Austria,13.667268091965731,173.70455668314014
21,Mexico,57.202133290538754,596.2206616114272
22,India,1236.4409301009327,15170.756027717054
23,Ecuador,6.443880269065616,-75.92049787645783
24,Russia,81.12373843018594,1053.427401123819
25,Peru,75.71934654656133,687.827747533338
26,Indonesia,30.087282223095364,396.1061409416237
27,Poland,0.9520061021932701,4.508278814870948
28,Philippines,22.488853048101234,163.36111965670483
29,Japan,2.17722322450697,27.682490359761022
30,Pakistan,407.09903366431774,5095.3169554915885
