,countries,rmse,total_error
0,United Kingdom,59.95187441295494,781.6597833022533
1,Italy,444.756023244546,5300.372287854317
2,Germany,58.618091490777914,724.1729101068485
3,Spain,67.28368374646935,820.173319788512
4,US,609.1475345591244,8387.719573832685
5,France,142.87016284907082,-1857.9591909384571
6,Belgium,95.81052151858694,1172.8457254656107
7,"Korea, South",4.576900915405498,57.88524962747795
8,Brazil,1836.0733638335162,-22743.451861106565
9,Iran,59.073157089028555,779.3959351991016
10,Netherlands,27.82100945529526,347.7446682576555
11,Canada,13.260103868473504,108.75954731262874
12,Turkey,84.73811555562416,1062.3988794163781
13,Romania,2.407466727535899,30.71893892584461
14,Portugal,10.73649823487837,127.72418990265524
15,Sweden,4.202496533236058,43.592287743352784
16,Switzerland,11.301727204050653,141.53373835546748
17,Ireland,13.787215694406914,174.3959073112282
18,Hungary,10.483500059024113,132.73163602060424
19,Denmark,9.401695645631735,117.31040660020346
20,Austria,11.019316871477967,138.9622868120478
21,Mexico,637.9946782960941,-7654.885109939114
22,India,402.98510295958533,4112.102170676242
23,Ecuador,54.36201381968743,-702.3542470526454
24,Russia,38.774058094313816,428.1367204472622
25,Peru,507.55612069460926,-6305.930223517058
26,Indonesia,74.4282869552404,-933.1028989567575
27,Poland,1.2264979358261061,-1.9337340759793165
28,Philippines,17.272968401073012,-115.2097952072059
29,Japan,12.24967920308261,157.3543033019159
30,Pakistan,27.403427936060186,-310.73507807935925
