,countries,rmse,total_error
0,United Kingdom,110.14145064899765,-1297.3031169295973
1,Italy,583.3080778770674,7028.503750075045
2,Germany,87.2049201870647,1076.4454207348679
3,Spain,126.45340878972927,1535.6111075920894
4,US,351.5890504498484,-28.5161017706414
5,France,28.58711413158437,340.30191821797337
6,Belgium,117.26219047893329,1402.9575398280815
7,"Korea, South",6.757700174244981,86.9353790141401
8,Brazil,1198.404916791857,-14957.909183413594
9,Iran,168.95161984718982,-2047.6215455145912
10,Netherlands,70.7009683793403,897.6890835787043
11,Canada,12.129798425241898,-160.9238008536292
12,Turkey,81.00775973233222,1004.9342331484984
13,Romania,16.38207657698082,211.72091051145327
14,Portugal,19.601426321768336,237.70892459596794
15,Sweden,25.667685968315595,316.59824737725296
16,Switzerland,36.48424617665995,456.6725151054972
17,Ireland,22.941452006478567,292.5465555963719
18,Hungary,12.02968311668365,154.27060186584782
19,Denmark,13.255364925618982,169.90760890130338
20,Austria,20.863406089470004,264.1744310596615
21,Mexico,142.93127274273436,1853.9666764577487
22,India,1518.545436064127,18708.564780049986
23,Ecuador,9.961099834515345,33.047249161097625
24,Russia,74.62580205677514,777.3145706229866
25,Peru,95.49457996820657,-1269.9748417902556
26,Indonesia,82.13558275834036,-1023.6578072361282
27,Poland,2.5714232477216354,-31.91727105834019
28,Philippines,16.462451670114795,-136.3385823779924
29,Japan,9.674836565982986,120.71500578397196
30,Pakistan,174.88326354128876,2231.641041959949
