,countries,rmse,total_error
0,United Kingdom,18.105510446076426,245.9729291678741
1,Italy,187.93741477603203,2234.364665240479
2,Germany,119.24238270866492,1475.9355047370525
3,Spain,217.84479272755098,2716.307831914625
4,US,494.04580174018577,-2639.8607211597628
5,France,378.8689169019282,4892.985804521676
6,Belgium,72.50768925038064,874.3954854995084
7,"Korea, South",6.07345602790702,78.20616916759872
8,Brazil,732.3115413572485,-9135.718872282207
9,Iran,131.44766364415773,-1574.1536192410958
10,Netherlands,106.31547975144746,1345.1267967886683
11,Canada,24.74086961145176,-331.90630612839567
12,Turkey,76.74219342602397,949.891977043191
13,Romania,15.659633791864971,202.12734513259346
14,Portugal,23.10003951955475,280.7602538861157
15,Sweden,32.460038842957786,402.0113021050216
16,Switzerland,39.835540878989406,500.1863782908435
17,Ireland,31.888658028154797,405.3798669920397
18,Hungary,11.703479569324188,150.51079790669985
19,Denmark,15.329964968695611,196.0871104698117
20,Austria,15.509950187768736,195.67965740962444
21,Mexico,344.26976806418105,4328.611495177665
22,India,751.5671726979378,9491.399122042501
23,Ecuador,23.468931305265137,301.7615767056868
24,Russia,137.23353647242917,-1671.3641763000746
25,Peru,32.57205092060876,158.16845488469698
26,Indonesia,43.75154879860853,-534.2636576164745
27,Poland,1.881432206341905,-12.813742733918787
28,Philippines,12.434032893471638,-59.73348819219467
29,Japan,6.762327189721197,80.71238759744524
30,Pakistan,331.53369262317904,4116.428126015747
