,countries,rmse,total_error
0,United Kingdom,49.72867774345063,-539.7072683085862
1,Italy,103.51680589191176,1193.6389098699224
2,Germany,40.504618647221164,500.0745882198315
3,Spain,140.4205095721976,1709.6579626682455
4,US,395.147646710869,-1964.2184497410271
5,France,195.57422664379402,-2536.4083539880567
6,Belgium,72.06980673024198,884.8352411035996
7,"Korea, South",4.246317139188443,52.1851524058774
8,Brazil,214.78594329596422,1720.164006642386
9,Iran,136.46253167150851,-1624.0724504481823
10,Netherlands,4.913759895979812,57.271141794035366
11,Canada,46.84319208199573,532.2039979688436
12,Turkey,28.641318960574807,352.8050943924348
13,Romania,0.6608333442157797,4.018023944179333
14,Portugal,4.027533231758988,40.248786544469596
15,Sweden,19.443088914256517,229.21956896320452
16,Switzerland,16.802229619457155,210.50937216152172
17,Ireland,7.374008184436939,93.2420715437806
18,Hungary,7.377080941282666,94.93221587735651
19,Denmark,6.970781528845648,85.04571084171909
20,Austria,6.851765944508339,86.54192356465724
21,Mexico,525.7469335316828,6520.390259851305
22,India,751.4031513086676,-9808.04600925278
23,Ecuador,6.9674057001336935,-28.519730578425424
24,Russia,25.525909672574553,-293.0108306931138
25,Peru,568.7380595472569,6797.959687286042
26,Indonesia,7.140298517586047,-39.448686467117
27,Poland,1.3873491452950142,17.52690971084354
28,Philippines,12.597724543990282,84.79793367058124
29,Japan,3.3643560070353344,39.85971384212924
30,Pakistan,712.3373312206265,8924.864742055643
