,countries,rmse,total_error
0,United Kingdom,25.80975798642423,-241.38712185690747
1,Italy,374.59212162645844,4541.962145348477
2,Germany,152.17773008042664,1865.7683929606471
3,Spain,92.89183660876854,1153.8151774826642
4,US,754.3537972060701,10337.308550999398
5,France,30.89898739125771,-370.8996474283166
6,Belgium,166.4147452875065,2045.950521270983
7,"Korea, South",3.810538200567701,47.02277687556199
8,Brazil,262.2672918857933,2611.0434317948057
9,Iran,177.50778282120592,-2161.5769695320387
10,Netherlands,24.33634407669397,304.0542596537338
11,Canada,100.89167369234389,1222.022895365297
12,Turkey,62.536956838307276,794.9359683088699
13,Romania,2.614473032442048,32.20137973369816
14,Portugal,6.0271925870273195,68.75796182054162
15,Sweden,34.338186515214375,414.4097822934133
16,Switzerland,24.47601302294807,306.6199683202338
17,Ireland,11.678707408738807,147.73818877532148
18,Hungary,7.429037087120463,95.63379016442498
19,Denmark,7.739579939495184,95.32098924203098
20,Austria,8.668228332354142,108.17900688867407
21,Mexico,286.2793239232967,3534.615882381735
22,India,747.9935432637176,-9742.547782111718
23,Ecuador,15.692550850480716,176.29194821447845
24,Russia,94.59104949172377,-1105.68029031808
25,Peru,119.1995950705967,1268.0336406982933
26,Indonesia,53.11031655911096,-632.3218227852341
27,Poland,0.9521451429724176,12.040096429122343
28,Philippines,24.709938469979942,300.3636452354676
29,Japan,2.6625656544116527,30.288903601619626
30,Pakistan,988.4513494094758,12539.305484498385
