,countries,rmse,total_error
0,United Kingdom,34.0956197727672,465.3355056696928
1,Italy,84.89507295339037,988.7319436331896
2,Germany,64.81673439741141,812.7654663328411
3,Spain,112.4344676937245,1415.0681969948332
4,US,587.1013599777646,-4997.018283670717
5,France,110.68513563375512,1387.0204496787837
6,Belgium,70.80952847167056,864.7564502670514
7,"Korea, South",4.39910181888815,55.975676842764386
8,Brazil,1077.1586295191412,-13442.77920138769
9,Iran,70.13167263016915,-782.9699895205304
10,Netherlands,63.2939151024787,803.7344420719627
11,Canada,27.98978371508961,318.8405184469796
12,Turkey,55.46054597709647,701.7910198804145
13,Romania,21.357796677843474,270.8979164101942
14,Portugal,15.175935667821602,184.5804597856168
15,Sweden,43.90736488492861,546.0165883728265
16,Switzerland,26.58299350590445,333.96417178642895
17,Ireland,13.129007145996102,167.00701281271466
18,Hungary,9.30239909299379,120.41539807009731
19,Denmark,6.62304065064477,80.73607945760386
20,Austria,9.420635463106407,119.3146225238935
21,Mexico,53.01476400894817,-722.5707103783716
22,India,125.81088553225828,-298.57581060108896
23,Ecuador,17.625584795292045,-221.7425444307978
24,Russia,50.00844797771536,-578.2224881932102
25,Peru,102.05780918643741,-1340.0044241585347
26,Indonesia,39.40587896400103,-494.47516861362794
27,Poland,2.5936372046387506,-23.387723618543248
28,Philippines,17.74795379948986,121.58784346604938
29,Japan,2.0975668713113373,8.801760211242044
30,Pakistan,176.31122395852105,2177.7514634136714
