,countries,rmse,total_error
0,United Kingdom,49.30760330882062,651.1511783346541
1,Italy,99.44436635547031,1158.60050966085
2,Germany,68.31397359095446,850.256778920262
3,Spain,97.95462941418776,1225.9887630356575
4,US,505.1099130878189,6803.837970469729
5,France,201.89375300169564,2570.4009747460595
6,Belgium,84.66141318761954,1030.2770485423537
7,"Korea, South",4.044941521121812,51.111495138059496
8,Brazil,774.2911191349945,-9544.676556512553
9,Iran,78.2214421409075,-891.0923930876097
10,Netherlands,57.52926910757616,728.0161391268101
11,Canada,70.52278614006127,864.5415838143565
12,Turkey,69.79275564406574,880.9025891216854
13,Romania,2.8640006422164666,36.468047671518605
14,Portugal,13.405163820101569,161.5367135900324
15,Sweden,53.33827439657054,655.3640816869776
16,Switzerland,20.761910775273286,261.4703165775557
17,Ireland,21.365765727328068,271.5978535988825
18,Hungary,8.500308197414574,108.8166052649055
19,Denmark,10.305935290598175,129.23731712575307
20,Austria,9.31854469008836,117.04409015723691
21,Mexico,36.32471687671861,286.3112243571668
22,India,3407.0768733933337,40265.1025525428
23,Ecuador,19.403942656067496,242.8846161219285
24,Russia,38.05070464500441,-362.26347761482293
25,Peru,178.26876405750608,-2287.6713117296604
26,Indonesia,8.595852933775921,-12.954407245176412
27,Poland,3.434797210582552,-37.635455522191535
28,Philippines,17.008127626538133,6.6897979259779845
29,Japan,6.330122392877237,79.97060617775351
30,Pakistan,279.49752440359896,3492.307107369358
