,countries,rmse,total_error
0,United Kingdom,105.95896633417718,-1238.5176865347566
1,Italy,198.12480637409027,2395.735652589429
2,Germany,84.88069334445439,1054.3233506220784
3,Spain,226.06822274900168,2809.2870555932154
4,US,587.1242532410424,-4046.6583748736084
5,France,118.06457018130646,1517.419536791288
6,Belgium,71.98715459449821,877.7479981351928
7,"Korea, South",5.442331423284989,70.20016769633878
8,Brazil,1582.0625013108893,-19685.295921340577
9,Iran,186.5777852225706,-2265.598866569927
10,Netherlands,110.34317177792867,1395.1162222139537
11,Canada,13.67023933750932,-185.84148285408054
12,Turkey,45.60313554562336,567.1717518917601
13,Romania,16.965187064579315,218.55466626561298
14,Portugal,16.83705292038031,204.4057961334867
15,Sweden,115.48621165747394,1418.487106391578
16,Switzerland,43.84698971386559,542.8718829564787
17,Ireland,26.647250452478396,340.1018309085321
18,Hungary,10.524464186746421,135.90434502978405
19,Denmark,16.101935392455104,207.20872370998478
20,Austria,16.773333907259897,212.99986195655185
21,Mexico,233.14727691641147,-2621.114631667322
22,India,901.983838608503,10897.653464498873
23,Ecuador,32.737810034371606,-344.18946253662534
24,Russia,86.91317651389052,-1026.6876535418992
25,Peru,176.18939449071547,-2280.1126195838624
26,Indonesia,37.895589819286634,-460.9000313509936
27,Poland,8.004820452031579,-103.55763498028381
28,Philippines,14.268644815385242,-101.94956712622553
29,Japan,1.387063836368079,12.808725269315705
30,Pakistan,379.88864417397014,4717.848336943042
