,countries,rmse,total_error
0,United Kingdom,124.1723630374317,1509.7833290163617
1,Italy,450.5536524522902,5488.980956556429
2,Germany,263.0826807135689,3191.1879295901053
3,Spain,422.33158527717666,5196.969830511543
4,US,506.74727212265617,7013.868077790074
5,France,18.855775074135067,193.90546720686064
6,Belgium,163.32689489410072,2015.2710551384264
7,"Korea, South",4.536430631477925,58.60135182774863
8,Brazil,400.67739609904913,-5345.751752324148
9,Iran,134.5934725725688,-1641.3559284389594
10,Netherlands,87.5206708107576,1099.4129067086087
11,Canada,39.719466719889084,441.8224687813029
12,Turkey,84.79015298009402,1067.6721605641476
13,Romania,11.043857832851055,143.26499651150897
14,Portugal,17.396152273939556,213.58597322904896
15,Sweden,82.39933222109505,1013.7565183281259
16,Switzerland,32.13848803843709,403.82263659058077
17,Ireland,24.85598798458105,315.52545897445435
18,Hungary,9.112453901401544,117.34155779624633
19,Denmark,11.647167116260519,147.5898506405798
20,Austria,14.20073555214482,181.03674305935567
21,Mexico,341.7864022845144,4235.7245446138295
22,India,1831.3145869863959,23177.828586648655
23,Ecuador,15.582756689189544,175.2961831395196
24,Russia,248.9975771901343,2968.0280124965907
25,Peru,581.3011109936044,6804.352762118877
26,Indonesia,67.2712403661436,-847.8625657171414
27,Poland,4.150049930855118,54.64979274299759
28,Philippines,21.43531406819188,206.27920134162872
29,Japan,3.24490418631114,38.38689885903598
30,Pakistan,826.4704389470372,10371.748561545073
