,countries,rmse,total_error
0,United Kingdom,86.45403547243262,-997.3597149366542
1,Italy,401.55910175858963,4868.226241001889
2,Germany,96.38713038203532,1189.4468445887421
3,Spain,211.66499962931698,2635.334169628461
4,US,601.6790757577767,8320.057307840187
5,France,132.90432784597624,1710.6108449199392
6,Belgium,111.46059502317365,1339.2051475657656
7,"Korea, South",2.4119199976970696,29.124314990584026
8,Brazil,651.693290480659,7496.334762848652
9,Iran,182.61464508523042,-2294.968761364342
10,Netherlands,79.99854850234253,1009.8274911039329
11,Canada,7.647609543335239,26.243359369779967
12,Turkey,58.81626321908874,740.2565154595657
13,Romania,0.8473294654561501,-5.654869652502782
14,Portugal,19.689898676501404,239.92244828923666
15,Sweden,69.94976495711566,850.9351984448618
16,Switzerland,19.41081074124005,243.20256618409658
17,Ireland,16.36489381136301,207.49521918145916
18,Hungary,4.431062497955552,56.97633317934504
19,Denmark,9.0029773465752,111.48446855360078
20,Austria,11.905653971161506,149.04780296433603
21,Mexico,158.08842082910428,-2023.615320203775
22,India,608.3027361883198,7844.0017336594865
23,Ecuador,9.411618052146636,83.38658962155614
24,Russia,263.2675031559742,3152.620093797525
25,Peru,90.20573055990238,763.2270766591828
26,Indonesia,49.42750052722227,-610.6877428060819
27,Poland,3.020028564009112,-37.495098650374814
28,Philippines,16.227458587517837,108.90312043206274
29,Japan,1.3641682870563228,-14.291452357444125
30,Pakistan,148.4018621120048,1839.3586557472597
