,countries,rmse,total_error
0,United Kingdom,86.31523605839197,1122.520256639862
1,Italy,77.18294219522618,893.2387553038903
2,Germany,65.49595802945201,821.1323767382045
3,Spain,129.39907143548132,1626.5192283114598
4,US,274.3479091452129,81.06707999031642
5,France,192.11159496314127,2436.287246885454
6,Belgium,68.1867830363997,830.779428638991
7,"Korea, South",4.5093680073447455,57.63082170581097
8,Brazil,722.0700760109519,-8969.352266664959
9,Iran,13.366014176721254,128.3300093666312
10,Netherlands,62.9621022260942,800.843661199552
11,Canada,23.34204398735591,244.74741725775067
12,Turkey,81.72517818929038,1034.447625599482
13,Romania,16.361485981216923,206.52956724476866
14,Portugal,14.688862607788169,178.32322181078226
15,Sweden,24.65861984688322,310.14475425804096
16,Switzerland,23.269793323676648,291.3812651453857
17,Ireland,17.68892778927931,225.1896550518441
18,Hungary,9.481141621088796,122.30623868711133
19,Denmark,7.611490703748219,93.29644779233854
20,Austria,9.620270733951488,121.98999999906586
21,Mexico,342.63432000514797,-4218.7572090617505
22,India,458.1205932521431,-5978.070099345861
23,Ecuador,3.8671611460575877,-1.527605701705852
24,Russia,92.71403690989405,-1111.6306341864833
25,Peru,27.895420889664372,-324.0961759146485
26,Indonesia,74.05444741153019,-943.3062810156713
27,Poland,3.228914379311043,-34.80039799608761
28,Philippines,16.12281411817912,50.525197681249836
29,Japan,5.061854556345493,59.70248105212012
30,Pakistan,110.59782628858693,1342.5590033213205
