,countries,rmse,total_error
0,United Kingdom,73.61479690380827,951.4575318439893
1,Italy,131.21770402846195,1547.9815684797982
2,Germany,68.74590841448192,855.4413734240478
3,Spain,127.82159164813625,1584.7665853259628
4,US,710.4409150042854,-6462.795628117223
5,France,117.89331394227312,-1526.0680695199744
6,Belgium,105.84219446849318,1307.6935265616441
7,"Korea, South",3.8753895286022004,47.59086556069718
8,Brazil,1313.0700414264968,-16307.114703283372
9,Iran,71.83378175553133,-814.5842742838668
10,Netherlands,54.61635510449091,688.174156123945
11,Canada,77.90059933296304,929.092003697777
12,Turkey,61.507499021617726,777.5609606847336
13,Romania,2.614520923172659,-30.180686074111634
14,Portugal,9.765682045124853,116.9472830500462
15,Sweden,25.66497583540797,315.4116828388511
16,Switzerland,24.557459098486262,307.7394279558068
17,Ireland,15.331550180463775,193.81306969774135
18,Hungary,7.997360078932834,102.03590883030945
19,Denmark,9.820535510709572,123.71350189161745
20,Austria,11.060857700657925,139.77881856023697
21,Mexico,844.66048904455,-10267.956498577976
22,India,571.7378670354352,-7394.535410470137
23,Ecuador,9.76749562322967,81.883743909651
24,Russia,87.04872370021397,-1051.1851715569733
25,Peru,101.0549032182919,-1341.450464821257
26,Indonesia,44.480799979233325,-555.1746772871255
27,Poland,3.447934293131265,-41.06766182065934
28,Philippines,14.242388785180385,-31.590296914245016
29,Japan,5.1588442742851,63.40012969527932
30,Pakistan,142.49916941784295,1761.4426596762403
