,countries,rmse,total_error
0,United Kingdom,131.54399428098972,1666.3524333737587
1,Italy,22.665583165844417,193.709054904623
2,Germany,58.13302390291281,724.0199018618194
3,Spain,73.77175234017437,925.0555977312384
4,US,664.1486628182919,9155.856472893574
5,France,62.46022933618999,755.597141995545
6,Belgium,83.46018581333907,1025.3318810125559
7,"Korea, South",3.7100379079898214,46.703350303722345
8,Brazil,1203.1409280423711,-14899.993075538761
9,Iran,18.903956777745176,179.06275249334158
10,Netherlands,29.422893027970854,369.3609323100081
11,Canada,53.79613623474787,647.4571641281457
12,Turkey,89.74036320162051,1134.3311481132052
13,Romania,1.7151724574730538,-19.92320075397373
14,Portugal,9.478720138444054,112.46353050011649
15,Sweden,10.78773416550262,128.3019665395146
16,Switzerland,8.195148827260876,101.42474949254668
17,Ireland,20.994494720913348,266.48713904797495
18,Hungary,8.083151643571373,103.16610165177418
19,Denmark,9.286256291590808,115.57909215043412
20,Austria,10.029701144407221,126.571735397647
21,Mexico,842.4251763710498,-10209.293554856413
22,India,168.8763281397565,-714.7159466358808
23,Ecuador,10.861385055572232,-106.35317471962071
24,Russia,138.01837992267122,-1667.0633309702966
25,Peru,327.7168661588439,-4115.196319011411
26,Indonesia,79.78962480333512,-1006.9042500139814
27,Poland,7.887601026779105,-95.56835096319008
28,Philippines,18.512187845954696,-144.0706722135671
29,Japan,9.305571093240756,119.04509466642192
30,Pakistan,57.04724529563078,626.8772706748957
