,countries,rmse,total_error
0,United Kingdom,30.906460333938234,418.84719294203023
1,Italy,207.1829611981701,2472.8078934366717
2,Germany,54.40071274518973,680.5823785722895
3,Spain,161.80002675843832,2012.3258184936117
4,US,459.07310068343327,6237.650229336468
5,France,140.80250648362824,1805.4756579294035
6,Belgium,55.04040092949654,669.2326432777566
7,"Korea, South",2.349231101699937,28.229402894683858
8,Brazil,453.02038046798805,-5787.075841080867
9,Iran,80.5494459960731,-956.2789105909533
10,Netherlands,63.296218289560635,796.782856309865
11,Canada,13.056338335319563,117.15841587354527
12,Turkey,70.36024861989442,889.1899787999466
13,Romania,1.4341564907265378,15.611181491296804
14,Portugal,9.966580650659193,118.21714042241516
15,Sweden,42.03789292501841,506.282271409642
16,Switzerland,12.252934067573582,152.4232433347834
17,Ireland,16.680881416094888,210.86644752624346
18,Hungary,5.289703891012112,68.05690532621692
19,Denmark,8.058269758760028,99.18533996357678
20,Austria,9.465197933959663,118.49933550272785
21,Mexico,758.0046848171175,-9211.083924189075
22,India,588.0631125094742,-7644.862848462987
23,Ecuador,11.363405621693556,48.00552320752058
24,Russia,100.16414293611764,-1216.7763260874167
25,Peru,173.8015108539616,-2242.796427278525
26,Indonesia,65.38255727169954,-818.7105319010165
27,Poland,11.822950431222807,-151.77688279891134
28,Philippines,14.853166668706779,49.4693212573556
29,Japan,16.412547052454915,212.01413142742356
30,Pakistan,39.3063743167284,462.61790707580144
