,countries,rmse,total_error
0,United Kingdom,72.35856796334102,-822.8690388970754
1,Italy,157.48312928107782,1858.2298208686193
2,Germany,178.61189920324725,2176.4195080463396
3,Spain,279.3378349740099,3320.3390179643034
4,US,1181.3689473549193,15778.461490365647
5,France,56.29587262851582,609.1077019305222
6,Belgium,196.485394556695,2343.2741711656267
7,"Korea, South",4.323224386482617,52.741617577927656
8,Brazil,2631.677341210879,30382.558339400606
9,Iran,185.51364612145292,-2231.4380221122547
10,Netherlands,28.093458681507357,338.5955102847633
11,Canada,283.8093489528735,3518.417621628267
12,Turkey,53.4273530688182,671.0320700434547
13,Romania,4.186420693626259,53.035951178103744
14,Portugal,15.201084444353492,177.73752004833116
15,Sweden,41.3156891364563,493.1972164485625
16,Switzerland,31.84739309478868,397.78657891108713
17,Ireland,8.034199633290559,100.57440963735344
18,Hungary,7.460874231722547,96.02326654824908
19,Denmark,11.611680047451125,142.87948546031072
20,Austria,10.062619576780035,125.85476159244509
21,Mexico,2762.9673056490337,33659.12712094911
22,India,704.5652613086673,-9186.992346349285
23,Ecuador,67.65966239082171,875.5333653762164
24,Russia,36.683437699908026,447.7152122116345
25,Peru,442.3726787773182,5208.165336175036
26,Indonesia,51.940017768521514,-618.2866957343653
27,Poland,1.811319344018903,23.84359097304747
28,Philippines,18.24319915476311,203.53856961739058
29,Japan,4.270951107095462,51.95699868522958
30,Pakistan,1354.1228222252305,16884.97730637661
