,countries,rmse,total_error
0,United Kingdom,39.367933853529706,528.1372242593498
1,Italy,200.83748604574825,2401.132311033049
2,Germany,199.80840071740977,2445.953459667854
3,Spain,100.25195415199063,1194.2945029591215
4,US,760.5016709771237,10440.200335253052
5,France,32.50068285103422,372.56389550616325
6,Belgium,181.79672281801118,2206.35552979456
7,"Korea, South",3.37688761454199,42.23193473444846
8,Brazil,87.72752024535468,1021.851849832492
9,Iran,213.02217423659613,-2626.4291929650853
10,Netherlands,61.83801787761206,773.3818919514023
11,Canada,102.27252174637536,1274.2248927636822
12,Turkey,32.642344472019374,410.3919109935276
13,Romania,13.098837814210837,162.33875365111834
14,Portugal,25.934096135327305,314.7016379700557
15,Sweden,52.51375382928956,642.1716244437808
16,Switzerland,37.194291778993474,461.7373480172428
17,Ireland,9.64843860891968,121.52562156402696
18,Hungary,6.469256222101451,82.54776945134684
19,Denmark,17.33719885645209,221.99800727259066
20,Austria,16.17144907499311,205.7696692193818
21,Mexico,438.08646207593665,5206.0851833289635
22,India,82.52314054020809,904.2888533659716
23,Ecuador,36.4111653126194,451.5915836198792
24,Russia,245.86694393438077,2721.4361567254223
25,Peru,128.2614295230393,1254.7688204036021
26,Indonesia,56.27775453389385,-681.7795125196911
27,Poland,3.7072273765770603,-45.67665611928186
28,Philippines,16.328790335177796,100.17428911077246
29,Japan,2.162861035851013,-17.82356077005282
30,Pakistan,227.3457967214716,2886.1322880323723
