,countries,rmse,total_error
0,United Kingdom,47.4028635235742,-488.42992479612803
1,Italy,95.08508997697776,1114.3034582060577
2,Germany,112.10375813544394,1393.105736850485
3,Spain,108.50185510237446,1348.521349339639
4,US,404.0926570106678,5374.788506336023
5,France,125.51533159912854,1567.8149349054756
6,Belgium,62.07385645576835,748.2169195966874
7,"Korea, South",4.316069313879234,54.616129974358216
8,Brazil,103.65130795482659,1243.0771236806795
9,Iran,213.96368054392744,-2652.8084332181415
10,Netherlands,49.70453247563407,629.2194771228282
11,Canada,49.225231116677044,575.0988060005914
12,Turkey,23.490201277104664,294.206990976614
13,Romania,5.603115098305239,72.45258230034352
14,Portugal,19.352806724271606,235.54305620084656
15,Sweden,22.2218090450121,276.2193718760583
16,Switzerland,36.38139114380791,452.5756269350164
17,Ireland,12.396423158915582,157.2162263352938
18,Hungary,6.53103485288492,83.2257851184756
19,Denmark,7.098356345828377,87.03593401669593
20,Austria,8.296531166421142,105.71568545128072
21,Mexico,359.6091324273917,3990.9305597959283
22,India,1244.6485178757362,15316.643817560553
23,Ecuador,20.547226591149357,248.37969434964634
24,Russia,115.81945142634291,-1380.022682882765
25,Peru,46.8757003181641,205.31567698501385
26,Indonesia,70.14940641550508,-888.2820767891454
27,Poland,3.7759975060916164,-40.80607548651591
28,Philippines,15.132875259733524,38.848879998302834
29,Japan,4.46086180919647,52.52755620179592
30,Pakistan,145.51090851354994,1861.0674641547828
